Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
5500758602,09423-538502002-093403-869---5052,Delt,,FujAdm07
5500774705,09423-538501002-093153-479---,Delt,,emu
5500779405,09423-538501002-093153-949--093079-5052,Delt,,FujAdm07
5500891000,09174-532331004-091056-109---5054,Delt,,FujAdm07
5500891906,09174-532331004-091056-106---5054,Delt,,FujAdm07
5500899109,09174-532331004-091056-919---5054,Delt,,FujAdm07
5500901006,09175-532331004-091056-109---5054,Delt,,FujAdm07
5500901901,09175-532331004-091056-106---5054,Delt,,FujAdm07
5500909104,09175-532331004-091056-919---5054,Delt,,FujAdm07
5500909708,09175-532331004-091056-979---5054,Delt,,FujAdm07
5500911001,09176-532331004-091056-109---5054,Delt,,FujAdm07
5500911907,09176-532331004-091056-106---5054,Delt,,FujAdm07
5500919150,09176-532331004-091056-919---5054,Delt,,FujAdm07
5500921007,09171-532331004-091056-109---5054,Delt,,FujAdm07
5500921902,09171-532331004-091056-106---5054,Delt,,FujAdm07
5500929709,09171-532331004-091056-979---5054,Delt,,FujAdm07
5500931002,09171-532331004-091056-109---5054,Delt,,FujAdm07
5500939100,09171-532331004-091056-919---5054,Delt,,FujAdm07
5500941008,09171-532331004-091056-109---5054,Delt,,FujAdm07
5500941903,09171-532331004-091056-106---5054,Delt,,FujAdm07
5500944007,09171-532331004-091056-409---5054,Delt,,FujAdm07
5500951003,09171-532331200-099001-109---5054,Delt,,FujAdm07
5500951909,09171-532331004-099001-106---5054,Delt,,FujAdm07
5500959101,09171-532331004-099001-919---5054,Delt,,FujAdm07
5500962900,09171-532331004-091152-299--091005-5054,Delt,,FujAdm07
5500972906,09171-532331004-091152-299--091103-5054,Delt,,FujAdm07
5500982901,09171-532331004-091152-299--091145-5054,Delt,,FujAdm07
5500984009,09171-532331004-091152-409--091145-5054,Delt,,FujAdm07
5500984904,09171-532331004-091152-499--091145-5054,Delt,,FujAdm07
5500989450,09171-532331004-091152-949--091145-5054,Delt,,FujAdm07
5500992400,09171-532331004-091152-299--091010-5054,Delt,,FujAdm07
5500994004,09171-532331004-091118-409--091010-5054,Delt,,FujAdm07
5501014003,09171-532331004-091152-409--091051-5054,Delt,,FujAdm07
5501024904,09171-532331004-091141-499---5054,Delt,,FujAdm07
5501034004,09171-532331004-091063-409--091138-5054,Delt,,FujAdm07
5501039405,09171-532331004-091063-949--091138-5054,Delt,,FujAdm07
5501044050,09171-532331004-091063-409--091139-5054,Delt,,FujAdm07
5501044905,09171-532331004-091063-499--091139-5054,Delt,,FujAdm07
5501052908,09171-532331004-091063-299--091003-5054,Delt,,FujAdm07
5501054900,09171-532331004-091063-499--091003-5054,Delt,,FujAdm07
5501059406,09171-532331004-091063-949--091003-5054,Delt,,FujAdm07
5501064906,09171-532331004-091063-499--091141-5054,Delt,,FujAdm07
5501082904,09171-532331004-091063-299--091096-5054,Delt,,FujAdm07
5501084001,09171-532331004-091063-409--091096-5054,Delt,,FujAdm07
5501084907,09171-532331004-091063-499--091096-5054,Delt,,FujAdm07
5501087205,09171-532331004-091063-729--091096-5054,Delt,,FujAdm07
5501089208,09171-532331004-091063-929--091096-5054,Delt,,FujAdm07
5501092705,09171-532331004-099006-279--091142-5054,Delt,,FujAdm07
5501092950,09171-532331004-099006-299--091142-5054,Delt,,FujAdm07
5501102905,09171-532331004-099006-299--091143-5054,Delt,,FujAdm07
5501112900,09173-532331004-099006-299---5054,Delt,,FujAdm07
5501122906,09174-532331004-099006-299---5054,Delt,,FujAdm07
5501132901,09175-532331004-099006-299---5054,Delt,,FujAdm07
5501142907,09176-532331004-099006-299---5054,Delt,,FujAdm07
5501154050,09171-532331004-091056-409--091015-5054,Delt,,FujAdm07
5501154905,09171-532331004-091056-499--091015-5054,Delt,,FujAdm07
5501159400,09171-532331004-091056-949--091015-5054,Delt,,FujAdm07
5501164005,09171-532331004-091056-409--091152-5054,Delt,,FujAdm07
5501164900,09171-532331004-091056-499--091152-5054,Delt,,FujAdm07
5501172903,09171-532331004-091056-299--091096-5054,Delt,,FujAdm07
5501174000,09171-532331004-091056-409--091096-5054,Delt,,FujAdm07
5501184006,09171-532331004-091056-409--091151-5054,Delt,,FujAdm07
5501192904,09171-532331004-091211-299--091096-5054,Delt,,FujAdm07
5501194001,09171-532331004-091211-409--091096-5054,Delt,,FujAdm07
5501194907,09171-532331004-091211-499--091096-5054,Delt,,FujAdm07
5501202950,09171-532331004-091211-299--091008-5054,Delt,,FujAdm07
5501212905,09171-532331004-091211-299--091007-5054,Delt,,FujAdm07
5501232906,09171-532331004-091217-299--091145-5054,Delt,,FujAdm07
5501242901,09171-532331004-091217-299--091146-5054,Delt,,FujAdm07
5501252907,09171-532331004-091217-299--091147-5054,Delt,,FujAdm07
5501262902,09171-532331004-091217-299--091148-5054,Delt,,FujAdm07
5501272908,09171-532331004-091217-299--091149-5054,Delt,,FujAdm07
5501284000,09171-532331004-091214-409---5054,Delt,,FujAdm07
5501284906,09171-532331004-091214-499---5054,Delt,,FujAdm07
5501292909,09171-532331004-091055-299---5054,Delt,,FujAdm07
5501307701,09171-532331004-091215-779---5054,Delt,,FujAdm07
5501332900,09161-538501002-060603-403---,Delt,,emu
5501334008,09161-538501002-060603-409---,Delt,,emu
5501334504,09161-538501002-060603-292---,Delt,,emu
5501334903,09161-538501002-060603-292---,Delt,,emu
5501339409,09161-538501002-060603-292---,Delt,,emu
5501342906,09161-538501002-099001-299--091028-5054,Delt,,FujAdm07
5501354009,09161-538501002-060603-291---,Delt,,emu
5501354904,09161-538501002-099001-499--091051-5054,Delt,,FujAdm07
5501362907,09161-538501002-060603-299---,Delt,,emu
5501369405,09161-538501002-099001-949---5054,Delt,,FujAdm07
5501384005,09161-538501002-060603-409---,Delt,,emu
5501384900,09161-538501002-099001-499--091103-5054,Delt,,FujAdm07
5501389406,09161-538501002-099001-949--091103-5054,Delt,,FujAdm07
5501394000,09161-538501002-060603-400---,Delt,,emu
5501394906,09161-538501002-099001-499--091093-5054,Delt,,FujAdm07
5501412904,09161-538501002-099006-299---,Delt,,emu
5501421008,09161-538501002-060601-109---,Delt,,emu
5501424902,09161-538501002-093404-499---,Delt,,emu
5501434908,09161-538501002-099006-499---,Delt,,emu
5501459404,09161-538501002-091153-949--091138-5054,Delt,,FujAdm07
5501464009,09161-538501002-099006-409---,Delt,,emu
5501464904,09161-538501002-099006-499---,Delt,,emu
5501472907,09161-538501002-099006-299---,Delt,,emu
5501474500,09161-538501002-099006-459---,Delt,,emu
5501482902,09161-538501002-099020-299---,Delt,,emu
5501484506,09161-538501002-099020-459---,Delt,,emu
5501484905,09161-538501002-091087-499--091037-5054,Delt,,FujAdm07
5501492908,09161-538501002-099006-299---,Delt,,emu
5501494005,09161-538501002-099001-409---5054,Delt,,FujAdm07
5501494900,09161-538501002-099006-499---,Delt,,emu
5501502350,09161-538501002-091088-239---5054,Delt,,FujAdm07
5501512305,09161-538501002-091088-239---5054,Delt,,FujAdm07
5501524907,09161-538501002-091088-499---5054,Delt,,FujAdm07
5501532950,09161-538501002-091086-299---5054,Delt,,FujAdm07
5501534007,09161-538501002-091086-409---5054,Delt,,FujAdm07
5501534902,09161-538501002-091086-499---5054,Delt,,FujAdm07
5501537901,09161-538501002-091086-799---5054,Delt,,FujAdm07
5501539408,09161-538501002-091086-949---5054,Delt,,FujAdm07
5501541003,09164-538501002-060601-109---,Delt,,emu
5501551009,09165-538501002-060601-109---,Delt,,emu
5501551904,09165-538501002-060601-106---,Delt,,emu
5501559107,09165-538501002-060601-919---,Delt,,emu
5501559700,09165-538501002-091056-979---5054,Delt,,FujAdm07
5501561004,09167-538501002-060601-109---,Delt,,emu
5501561950,09167-538501002-060601-106---,Delt,,emu
5501569102,09167-538501002-060601-919---,Delt,,emu
5501569706,09167-538501002-060601-979---,Delt,,emu
5501571050,09168-538501002-060601-109---,Delt,,emu
5501571905,09168-538501002-060601-106---,Delt,,emu
5501579108,09168-538501002-060601-919---,Delt,,emu
5501637906,09161-538501002-060602-799---,Delt,,emu
5501642306,09161-538501002-091089-239--091040-5054,Delt,,FujAdm07
5501642950,09161-538501002-091089-299--091040-5054,Delt,,FujAdm07
5501644007,09161-538501002-091089-409--091040-5054,Delt,,FujAdm07
5501644503,09161-538501002-091089-459--091040-5054,Delt,,FujAdm07
5501644902,09161-538501002-091089-499--091040-5054,Delt,,FujAdm07
5501647200,09161-538501002-091089-729--091040-5054,Delt,,FujAdm07
5501662900,09163-538501002-099002-299---5054,Delt,,FujAdm07
5501672906,09165-538501002-099002-299---5054,Delt,,FujAdm07
5501682901,09167-538501002-099002-299---5054,Delt,,FujAdm07
5501692907,09168-538501002-099002-299---5054,Delt,,FujAdm07
5501702902,09161-538501002-091211-299---,Delt,,emu
5501704905,09161-538501002-091211-499---,Delt,,emu
5501742203,09161-538501002-091084-229---5054,Delt,,FujAdm07
5501812902,09163-538501002-099002-299---5054,Delt,,FujAdm07
5501817904,09171-532331004-091209-799---5054,Delt,,FujAdm07
5501822908,09163-538501002-099002-299---5054,Delt,,FujAdm07
5501832903,09161-538501002-099020-299---,Delt,,emu
5501834507,09161-538501002-099020-459---,Delt,,emu
5501834906,09161-538501002-099020-499---,Delt,,emu
5501841007,09161-538501002-060601-109---,Delt,,emu
5501849709,09161-538501002-091153-979--091039-5054,Delt,,shj1
5501851002,09171-532331004-091213-109---5054,Delt,,FujAdm07
5501851908,09171-532331004-091213-106---5054,Delt,,FujAdm07
5501852904,09165-538501002-099002-299---5054,Delt,,FujAdm07
5501862950,09161-538501002-091089-299---5054,Delt,,FujAdm07
5501864007,09171-532331004-091063-409--091136-5054,Delt,,FujAdm07
5501919405,09151-532331004-091188-949--091056-5054,Delt,,FujAdm07
5502014007,09125-538501001-091191-409---5054,Delt,,FujAdm07
5502027702,09106-532331004-091053-779---5054,Delt,,FujAdm07
5502029705,09106-532331004-091053-979---5054,Delt,,FujAdm07
5502037708,09106-538501002-091054-779---,Delt,,mmge
5502039409,09151-538501002-091249-949---,Delt,,emu
5502039700,09106-538501002-091054-979---,Delt,,mmge
5502047908,09171-532331004-091209-799---5054,Delt,,FujAdm07
5502057903,09171-532331004-091210-799---5054,Delt,,FujAdm07
5502067909,09171-532331004-091217-799--091150-5054,Delt,,FujAdm07
5502072309,09171-532331004-091063-239--091012-5054,Delt,,FujAdm07
5502072708,09171-532331004-091063-279---5054,Delt,,FujAdm07
5502072902,09171-532331004-091063-299--091012-5054,Delt,,FujAdm07
5502074050,09171-532331004-091063-409--091012-5054,Delt,,FujAdm07
5502074905,09171-532331004-099001-499---5054,Delt,,FujAdm07
5502082908,09161-538501002-099006-299---,Delt,,emu
5502092903,09161-538501002-099006-299---,Delt,,emu
5502094507,09161-538501002-091087-459--091006-5054,Delt,,FujAdm07
5502107250,09161-538501002-091083-729---,Delt,,mmge
5502137206,09161-538501999-091085-729---,Delt,,mmge
5502179405,09125-538501001-091108-949---5054,Delt,,FujAdm07
5502207204,09171-532331999-091212-729---5054,Delt,,FujAdm07
5502234708,09151-538501001-091250-479CPR---,Delt,,emu
5502234805,09151-538501001-091250-489CPR---,Delt,,emu
5502234902,09151-538501001-091107-499CPR--091064-5054,Delt,,uir
5502241003,09169-538501002-060601-109---,Delt,,emu
5502241909,09169-538501002-060601-106---,Delt,,emu
5502249101,09169-538501002-060601-919---,Delt,,emu
5502249705,09169-538501002-060601-979---,Delt,,emu
5502252900,09161-538501002-091224-299---,Delt,,emu
5502254008,09161-538501002-091224-409---,Delt,,emu
5502254903,09161-538501002-091224-499---,Delt,,emu
5502257201,09161-538501002-091224-729---,Delt,,emu
5502262906,09161-538501002-091089-299--091096-5054,Delt,,FujAdm07
5502264909,09161-538501002-091089-499--091096-5054,Delt,,FujAdm07
5502272901,09169-538501002-099002-299---5054,Delt,,FujAdm07
5502301006,09163-538501002-060601-109---,Delt,,emu
5502301901,09163-538501002-060601-106---,Delt,,emu
5502317700,09106-532331004-091038-779---5054,Delt,,FujAdm07
5502319703,09106-532331004-091038-979---5054,Delt,,FujAdm07
5502332750,09161-538501002-091087-279---5054,Delt,,FujAdm07
5502332904,09161-538501002-099006-299---,Delt,,emu
5502334508,09161-538501002-099006-459---,Delt,,emu
5502341008,09173-538501002-091056-109---5054,Delt,,FujAdm07
5503004005,09153-538501003-091107-409CPR---,Delt,,emu
5503017905,09422-538501003-093150-799CPR---5052,Delt,,uir
5508561050,09202-532331004-091056-109---5054,Delt,,FujAdm07
5508561905,09202-532331004-091056-106---5054,Delt,,FujAdm07
5508564009,09202-532331004-091056-409---5054,Delt,,FujAdm07
5508564904,09202-532331004-091056-499---5054,Delt,,FujAdm07
5508569108,09202-532331004-091056-919---5054,Delt,,FujAdm07
5508569450,09202-532331004-091056-949---5054,Delt,,FujAdm07
5508569701,09202-532331004-091056-979---5054,Delt,,FujAdm07
5508592207,09202-532331004-091126-229---5054,Delt,,FujAdm07
5508594005,09202-532331004-091126-409---5054,Delt,,FujAdm07
5508594900,09202-532331004-091126-499---5054,Delt,,FujAdm07
5508599708,09202-532331004-091126-979---5054,Delt,,FujAdm07
5508604000,09204-532331004-091056-409---5054,Delt,,FujAdm07
5508611007,09204-532331004-091056-109---5054,Delt,,FujAdm07
5508611902,09204-532331004-091056-106---5054,Delt,,FujAdm07
5508614901,09204-532331004-091056-499---5054,Delt,,FujAdm07
5508619105,09204-532331004-091056-919---5054,Delt,,FujAdm07
5508619407,09204-532331004-091056-949---5054,Delt,,FujAdm07
5508621002,09204-532331004-091056-109---5054,Delt,,FujAdm07
5508642905,09204-532331004-091126-299---5054,Delt,,FujAdm07
5508644002,09204-532331004-091126-409---5054,Delt,,FujAdm07
5508644908,09204-532331004-091126-499---5054,Delt,,FujAdm07
5508649705,09204-532331004-091126-979---5054,Delt,,FujAdm07
5508652250,09204-532331004-091061-229---5054,Delt,,FujAdm07
5508652900,09204-532331004-091061-299---5054,Delt,,FujAdm07
5508662906,09204-532331004-099018-299---5054,Delt,,FujAdm07
5508664003,09204-532331004-099018-409---5054,Delt,,FujAdm07
5508664909,09204-532331004-099018-499---5054,Delt,,FujAdm07
5508691000,09203-532331004-091056-109---5054,Delt,,FujAdm07
5508691906,09203-532331004-091056-106---5054,Delt,,FujAdm07
5508694050,09203-532331004-091056-409---5054,Delt,,FujAdm07
5508694905,09203-532331004-091056-499---5054,Delt,,FujAdm07
5508699109,09203-532331004-091056-919---5054,Delt,,FujAdm07
5508699400,09203-532331004-091056-949---5054,Delt,,FujAdm07
5508699702,09203-532331004-091056-979---5054,Delt,,FujAdm07
5508712903,09203-532331004-091126-299---5054,Delt,,FujAdm07
5508714000,09203-532331004-091126-409---5054,Delt,,FujAdm07
5508714906,09203-532331004-091126-499---5054,Delt,,FujAdm07
5508719703,09203-532331004-091126-979---5054,Delt,,FujAdm07
5508722909,09203-532331004-091061-299---5054,Delt,,FujAdm07
5508724006,09203-532331004-091061-409---5054,Delt,,FujAdm07
5508732904,09203-532331004-099018-299---5054,Delt,,FujAdm07
5508734001,09203-532331004-099018-409---5054,Delt,,FujAdm07
5508734907,09203-532331004-099018-499---5054,Delt,,FujAdm07
5508742950,09203-532331004-091060-299---5054,Delt,,FujAdm07
5508744007,09203-532331004-091060-409---5054,Delt,,FujAdm07
5508771004,09202-532331200-099012-109---5054,Delt,,FujAdm07
5508781050,09204-532331200-099012-109---5054,Delt,,FujAdm07
5508791005,09203-532331200-099012-109---5054,Delt,,FujAdm07
5508802201,09202-532331004-091061-229---5054,Delt,,FujAdm07
5508804050,09202-532331004-091061-409---5054,Delt,,FujAdm07
5508822903,09202-532331004-099018-299---5054,Delt,,FujAdm07
5508824000,09202-532331004-099018-409---5054,Delt,,FujAdm07
5508824906,09202-532331004-099018-499---5054,Delt,,FujAdm07
5508951002,09104-532331004-091056-109---5054,Delt,,FujAdm07
5508951908,09104-532331004-091056-106---5054,Delt,,FujAdm07
5508954001,09104-532331004-091056-409---5054,Delt,,FujAdm07
5508954907,09104-532331004-091056-499---5054,Delt,,FujAdm07
5508959100,09104-532331004-091056-919---5054,Delt,,FujAdm07
5508959704,09104-532331004-091056-979---5054,Delt,,FujAdm07
5508961008,09104-532331004-091056-109---5054,Delt,,FujAdm07
5508964007,09104-532331004-091056-409---5054,Delt,,FujAdm07
5508969750,09104-532331004-091056-979---5054,Delt,,FujAdm07
5508972905,09104-532331004-099017-299---5054,Delt,,FujAdm07
5508974002,09104-532331004-099017-409---5054,Delt,,FujAdm07
5508974908,09104-532331004-099017-499---5054,Delt,,FujAdm07
5508979403,09104-532331004-099017-949---5054,Delt,,FujAdm07
5508992205,09104-532331004-091061-229---5054,Delt,,FujAdm07
5508992906,09104-532331004-091061-299---5054,Delt,,FujAdm07
5508994003,09104-532331004-091061-409---5054,Delt,,FujAdm07
5508994909,09104-532331004-091061-499---5054,Delt,,FujAdm07
5508997908,09104-532331004-091061-799---5054,Delt,,FujAdm07
5508999404,09104-532331004-091061-949---5054,Delt,,FujAdm07
5509002950,09104-532331004-099018-299---5054,Delt,,FujAdm07
5509004007,09104-532331004-099018-409---5054,Delt,,FujAdm07
5509004902,09104-532331004-099018-499---5054,Delt,,FujAdm07
5509012905,09104-532331004-091060-299---5054,Delt,,FujAdm07
5509014002,09104-532331004-091060-409---5054,Delt,,FujAdm07
5509032205,09104-532331004-091084-229---5054,Delt,,FujAdm07
5509037207,09104-532331004-091083-729---5054,Delt,,FujAdm07
5509052907,09104-532331004-091111-299---5054,Delt,,FujAdm07
5509054004,09104-532331004-091111-409---5054,Delt,,FujAdm07
5509054950,09104-532331004-091111-499---5054,Delt,,FujAdm07
5509057208,09104-532331004-091111-729---5054,Delt,,FujAdm07
5509081001,09104-532331200-091113-109---5054,Delt,,FujAdm07
5509242900,09202-532331004-091112-299---5054,Delt,,FujAdm07
5509262901,09203-532331004-091112-299---5054,Delt,,FujAdm07
5509264904,09203-532331004-091112-499---5054,Delt,,FujAdm07
5509302903,09104-532331004-091112-299---5054,Delt,,FujAdm07
5509312909,09104-532331004-091112-299---5054,Delt,,FujAdm07
5509407209,09151-538501094-091248-729CPR---,Delt,,emu
5509412350,09203-538511002-091124-239---5054,Delt,,emu
5509414000,09203-538511002-091124-409---5054,Delt,,emu
5509414906,09203-538511002-091124-499---5054,Delt,,emu
5509417204,09203-538511002-091124-729---5054,Delt,,emu
5509422208,09203-532331004-091125-229---5054,Delt,,FujAdm07
5509422909,09203-532331004-091125-299---5054,Delt,,FujAdm07
5509424006,09203-532331004-091125-409---5054,Delt,,FujAdm07
5509424901,09203-532331004-091125-499---5054,Delt,,FujAdm07
5509427250,09203-532331004-091125-729---5054,Delt,,FujAdm07
5509432300,09204-532331004-091124-239---5054,Delt,,FujAdm07
5509434001,09204-532331004-091124-409---5054,Delt,,FujAdm07
5509434907,09204-532331004-091124-499---5054,Delt,,FujAdm07
5509437205,09204-532331004-091124-729---5054,Delt,,FujAdm07
5509442209,09204-532331004-091125-229---5054,Delt,,FujAdm07
5509442950,09204-532331004-091125-299---5054,Delt,,FujAdm07
5509444007,09204-532331004-091125-409---5054,Delt,,FujAdm07
5509444902,09204-532331004-091125-499---5054,Delt,,FujAdm07
5509447200,09204-532331004-091125-729---5054,Delt,,FujAdm07
5509452301,09202-538511002-091124-239---5054,Delt,,emu
5509452905,09202-538511002-091124-299---5054,Delt,,emu
5509454002,09202-538511002-091124-409---5054,Delt,,emu
5509454908,09202-538511002-091124-499---5054,Delt,,emu
5509457206,09202-538511002-091124-729---5054,Delt,,emu
5509462250,09202-532331004-091125-229---5054,Delt,,FujAdm07
5509462900,09202-532331004-091125-299---5054,Delt,,FujAdm07
5509464903,09202-532331004-091125-499---5054,Delt,,FujAdm07
5509467201,09202-532331004-091125-729---5054,Delt,,FujAdm07
5510011009,09171-538511002-060601-109---,Delt,,emu
5510014008,09171-538511002-091217-409---,Delt,,emu
5510024003,09171-538511002-091217-409---,Delt,,emu
5510044004,09171-538511002-091217-409---,Delt,,emu
5510061006,09171-538511200-060601-109---,Delt,,emu
5510084006,09151-538511001-091186-409--091161-5054,Delt,,FujAdm07
5510084707,09151-538511001-091186-479CPR--091161-5054,Delt,,jju
5510094001,09171-538511002-091217-409---,Delt,,emu
5510099402,09151-538511002-091228-949---,Delt,,emu
5510099704,09106-538511002-091121-979---,Delt,,mmge
5510104007,09171-538511002-091217-409---,Delt,,emu
5510109408,09151-538511002-091232-949---,Delt,,emu
5510109750,09106-538511002-091076-979---,Delt,,mmge
5510114002,09171-538511002-060602-409---,Delt,,jun
5510117702,09106-538511002-091053-779---,Delt,,mmge
5510119403,09151-538511002-091229-949---,Delt,,emu
5510119705,09106-538511002-091053-979---,Delt,,mmge
5510124008,09104-538511002-060602-409---,Delt,,emu
5510137703,09106-538511002-091081-779---5054,Delt,,FujAdm07
5510139404,09151-538511002-091230-949---,Delt,,emu
5510139706,09106-538511002-091081-979---,Delt,,mmge
5510141050,09104-538511002-060601-109---,Delt,,emu
5510144009,09104-538511002-060602-409---,Delt,,emu
5510144904,09104-538511002-060601-109---,Delt,,emu
5510147202,09104-538511002-091056-729---,Delt,,mmge
5510149108,09104-538511002-060601-109---,Delt,,emu
5510149701,09104-538511002-060601-109---,Delt,,emu
5510151005,09104-538511002-060601-109---,Delt,,emu
5510154004,09104-538511002-060602-409---,Delt,,emu
5510159707,09104-538511002-091056-979---5044,Delt,,FujAdm07
5510164050,09104-538511002-060602-409---,Delt,,emu
5510164905,09104-538511002-060602-405---,Delt,,emu
5510172908,09104-538511002-093117-299---,Delt,,emu
5510174005,09104-538511002-093117-409---,Delt,,emu
5510174900,09104-538511002-091077-499---5054,Delt,,FujAdm07
5510182903,09104-538511002-099018-299---5054,Delt,,FujAdm07
5510194006,09104-538511002-091060-409---5054,Delt,,FujAdm07
5510194901,09104-538511002-091060-499---5054,Delt,,FujAdm07
5510211008,09104-538511200-060601-109---,Delt,,emu
5510221003,07034-538511200-060601-109---,Delt,,emu
5510224002,07034-538511001-060602-409---,Delt,,emu
5510242205,09182-538511001-091077-229---5054,Delt,,FujAdm07
5510247908,07034-538511001-091077-799CPR---,Delt,,emu
5510252901,09182-538511001-099018-299---5054,Delt,,FujAdm07
5510254505,09182-538511001-099018-459---5054,Delt,,FujAdm07
5510254904,09182-538511001-099018-499---5054,Delt,,FujAdm07
5510264950,09182-538511001-091060-499---5054,Delt,,FujAdm07
5510274050,09182-538511001-091063-409--091004-5054,Delt,,FujAdm07
5510274905,07034-538511001-091063-499---,Delt,,jun
5510321008,07034-538511001-060601-109---,Delt,,emu
5510332905,09104-538511002-091112-299---5054,Delt,,FujAdm07
5510342250,09104-538511002-091084-229---5054,Delt,,FujAdm07
5510347201,09104-538511002-091084-729---,Delt,,mmge
5510352906,09104-538511002-091111-299---5054,Delt,,FujAdm07
5510354003,09104-538511200-091111-409---5054,Delt,,FujAdm07
5510354909,09104-538511002-091111-499---5054,Delt,,FujAdm07
5510357207,09104-538511002-091111-729---,Delt,,mmge
5510557206,09202-538511002-091124-729---,Delt,,mmge
5510567201,09202-538511002-091125-729---,Delt,,mmge
5510584904,09204-538511002-091056-499--091017-5054,Delt,,FujAdm07
5510677201,09204-538511002-091124-729---,Delt,,mmge
5510687207,09204-538511002-091125-729---,Delt,,mmge
5510797207,09203-538511002-091124-729---,Delt,,mmge
5510804009,09203-538511002-091125-409---5054,Delt,,FujAdm07
5510807202,09203-538511002-091125-729---,Delt,,mmge
5510821000,09173-538511002-060601-109---,Delt,,emu
5510831901,09173-538511002-060601-106---,Delt,,emu
5510841001,09174-538511002-060601-109---,Delt,,emu
5510851007,09175-538511002-060601-109---,Delt,,emu
5510851902,09175-538511002-060601-106---,Delt,,emu
5510859105,09175-538511002-060601-919---,Delt,,emu
5510861002,09176-538511002-060601-109---,Delt,,emu
5510861908,09176-538511002-060601-106---,Delt,,emu
5510871008,09171-538511002-060601-109---,Delt,,emu
5510871903,09171-538511002-060601-106---,Delt,,emu
5510881003,09171-538511002-060601-109---,Delt,,emu
5510891009,09171-538511002-060601-109---,Delt,,emu
5510891904,09171-538511002-060601-106---,Delt,,emu
5510894008,09171-538511002-060602-409---,Delt,,emu
5510901004,09171-538511002-91934-109---,Delt,,mmge
5510921005,09171-538511002-060601-109---,Delt,,jun
5510932902,09171-538511002-091003-409---,Delt,,jun
5510942908,09171-538511002-091003-409---,Delt,,jun
5510952903,09171-538511002-091152-299--091145-5054,Delt,,FujAdm07
5510954000,09171-538511002-091003-409---,Delt,,jun
5510962909,09171-538511002-091041-299---,Delt,,emu
5510972904,09171-538511002-091152-299--091010-5054,Delt,,FujAdm07
5510984007,09171-538511002-091003-409---,Delt,,jun
5510992905,09171-538511002-093054-299---,Delt,,emu
5511004006,09171-538511002-091211-401---,Delt,,emu
5511014001,09171-538511002-091003-409---,Delt,,jun
5511032905,09171-538511002-099006-231---,Delt,,emu
5511044903,09171-538511002-099006-499---,Delt,,emu
5511047201,09171-538511002-091111-729---,Delt,,jun
5511052906,09171-538511002-091217-299---,Delt,,emu
5511057908,09171-538511002-091083-799---5054,Delt,,FujAdm07
5511062901,09171-538511002-091217-299---,Delt,,emu
5511072907,09171-538511002-091217-299---,Delt,,emu
5511082902,09171-538511002-091217-299---,Delt,,emu
5511092908,09171-538511002-091217-299---,Delt,,emu
5511102350,09171-538511002-091063-239--091136-5054,Delt,,FujAdm07
5511114901,09171-538511002-091214-499---,Delt,,emu
5511127701,09514-538511002-095069-779---5054,Delt,,FujAdm07
5511132950,09171-538511002-091055-299---5054,Delt,,FujAdm07
5511144002,09171-538511002-099006-402---,Delt,,emu
5511154903,09171-538511002-093075-499---,Delt,,emu
5511167908,09171-538511002-091209-799---,Delt,,mmge
5511182907,09171-538511002-093404-299---,Delt,,emu
5511189405,09171-538511002-093404-949---,Delt,,emu
5511204900,09171-538511002-099006-459---,Delt,,emu
5511222704,09171-538511002-091063-279---5054,Delt,,FujAdm07
5511224006,09171-538511002-099006-270---,Delt,,emu
5511232904,09173-538511002-060603-299---,Delt,,emu
5511242950,09174-538511002-060603-299---,Delt,,emu
5511252905,09175-538511002-060603-299---,Delt,,emu
5511262900,09176-538511002-060603-299---,Delt,,emu
5511272701,09171-538511002-060603-279---,Delt,,emu
5511284009,09171-538511002-091049-409---,Delt,,emu
5511292907,09171-538511002-060602-299---,Delt,,emu
5511294004,09171-538511002-060602-409---,Delt,,emu
5511304050,09171-538511002-060602-405---,Delt,,emu
5511304905,09171-538511002-060602-499---,Delt,,emu
5511314900,09171-538511002-091056-499--091152-5054,Delt,,FujAdm07
5511332909,09171-538511002-091211-299--091096-5054,Delt,,FujAdm07
5511334006,09171-538511002-091211-409--091096-5054,Delt,,FujAdm07
5511334901,09171-538511002-091211-499--091096-5054,Delt,,FujAdm07
5511354007,09151-538511001-091186-409CPR--091161-5054,Delt,,jju
5520011007,09177-538521002-060601-109---,Delt,,emu
5520017210,09104-538511002-091077-729---,Delt,,jun
5520017706,09106-538521002-097208-779---,Delt,,madw
5520019407,09151-538521002-091242-949---,Delt,,emu
5520019709,09106-538521002-097208-979---,Delt,,madw
5520024001,09153-538521001-091070-409CPR--091064-5054,Delt,,jju
5520027205,09177-538521002-091083-729---,Delt,,madw
5520034007,09153-538521003-091070-409CPR---,Delt,,emu
5520044002,09153-538521001-091070-409CPR---,Delt,,emu
5520047702,09151-538521001-091070-779--091020-5054,Delt,,FujAdm07
5520051009,09103-538521003-091110-109---,Delt,,mmge
5520052900,09103-538521003-091110-299---5054,Delt,,FujAdm07
5520054008,09103-538521003-091110-409---,Delt,,mmge
5520054903,09103-538521003-091110-499---5054,Delt,,FujAdm07
5520059107,09103-538521003-091110-919---5054,Delt,,FujAdm07
5520059409,09103-538521003-091110-949---5054,Delt,,FujAdm07
