Finanskontoalias,Angivelse af finanskontoalias,Type,Brugergruppe/bruger,Ændret af
6510049110,06006-645511002-060018-919---,Delt,,jun
6510049207,06006-645511002-060023-929---,Delt,,jun
6510049401,06006-645511002-060016-949---,Delt,,jun
6510049703,06006-645511002-060122-979---,Delt,,kika
6510051007,07027-645511001-070012-109---,Delt,,madw
6510054006,009301-645511999-09301-409--,Delt,,FujAdm07
6510059105,06006-645511002-060020-919---,Delt,,jun
6510059202,06006-645511002-060023-929---,Delt,,jun
6510069100,11003-645511002-060151-919---,Delt,,emu
6510069208,06006-645511002-060024-929---,Delt,,jun
6510069402,06006-645511002-060020-949---,Delt,,jun
6510071008,06006-645511002-060110-109---,Delt,,jun
6510072910,06006-645511002-060011-299---,Delt,,kika
6510074007,009301-645511999-09376-409--,Delt,,FujAdm07
6510079106,11003-645511002-060151-919---,Delt,,emu
6510079203,11004-645511002-060124-929---,Delt,,emu
6510079408,06006-645511002-060023-949---,Delt,,kika
6510081003,06006-645511002-060003-109---,Delt,,kika
6510082905,06006-645511002-060014-299---,Delt,,jun
6510084002,009101-645511999-09191-409--,Delt,,FujAdm07
6510089101,06006-645511002-060024-919---,Delt,,jun
6510089209,06006-645511002-060130-929---,Delt,,jun
6510089403,06006-645511002-060023-949---,Delt,,kika
6510091009,11004-645511002-060103-102---,Delt,,emu
6510092900,06006-645511002-060015-299---,Delt,,kika
6510099409,06006-645511002-060024-949---,Delt,,kika
6510101004,03005-645511001-060601-109---,Delt,,jun
6510102906,06006-645511002-060016-299---,Delt,,kika
6510111010,06006-645511002-060011-109---,Delt,,jun
6510112901,11003-645511002-060017-299---,Delt,,emu
6510114009,07027-645511001-070012-409---,Delt,,madw
6510121005,11004-645511002-060018-104---,Delt,,emu
6510122907,06006-645511002-060023-299---,Delt,,kika
6510124004,03005-645511002-060602-409---,Delt,,jun
6510124209,03005-645511002-060602-492---,Delt,,jun
6510124608,03005-645511002-060602-499---,Delt,,jun
6510131000,03005-645511002-060601-106---,Delt,,jun
6510132902,06006-645511002-060023-299---,Delt,,kika
6510141006,03005-645511002-060601-109---,Delt,,jun
6510142908,06006-645511002-060024-299---,Delt,,kika
6510151001,11001-645511002-060601-109-PR0016--,Delt,,emu
6510152903,06006-645511002-060119-299---,Delt,,jun
6510161007,11007-645511002-060601-109---,Delt,,emu
6510162909,06006-645511002-060129-299---,Delt,,jun
6510164006,11007-645511002-060602-409---,Delt,,emu
6510172904,11001-645511002-060602-299---,Delt,,emu
6510181008,11004-645511002-060018-109---,Delt,,emu
6510201009,11003-645511002-060601-109---,Delt,,jun
6510204008,11004-645511002-060012-409---,Delt,,emu
6510222901,99004-645513999-990022-299-A651022--6062,Delt,,FujAdm07
6510224009,99004-645513999-990022-409-A651022--6062,Delt,,FujAdm07
6510224505,99004-645513999-990022-459-A651022--6062,Delt,,FujAdm07
6510224904,99004-645513999-990022-499-A651022--6062,Delt,,FujAdm07
6510229450,99004-645513999-990022-949-A651022--6062,Delt,,FujAdm07
6510254005,11004-645511002-060103-409---,Delt,,emu
6510294007,11003-645511002-060015-409---,Delt,,emu
6510301003,11001-645511002-060601-106---,Delt,,emu
6510504001,06006-645511002-060119-409---,Delt,,jun
6510524002,11001-645511002-060602-409---,Delt,,emu
6510561005,11001-645511002-060601-109---,Delt,,emu
6510962905,07016-645511999-070012-299--070015-2002,Delt,,FujAdm07
6510964002,07016-645511999-070012-409--070015-2002,Delt,,FujAdm07
6510964908,07016-645511999-070012-499---,Delt,,emu
6511504501,99004-645513999-990022-459-A651150--6062,Delt,,FujAdm07
6512064009,08006-645511001-060603-409---,Delt,,emu
6512264504,99004-645513999-990022-459-A651226--6062,Delt,,FujAdm07
6512264903,99004-645513999-990022-499-A651226--6062,Delt,,FujAdm07
6512269409,99004-645513999-990022-949-A651226--6062,Delt,,FujAdm07
6512494003,07017-645511001-070010-409--070091-2002,Delt,,FujAdm07
6512694509,99004-645513999-990022-459-A651227--6060,Delt,,FujAdm07
6512694908,99004-645513999-990022-499-A651227--6060,Delt,,FujAdm07
6512699403,99004-645513999-990022-949-A651227--6060,Delt,,FujAdm07
6512794902,99010-645513999-990033-499-A651279--6062,Delt,,FujAdm07
6513184008,99004-645513999-990022-409-A651223--6062,Delt,,FujAdm07
6513214950,99004-645513999-990022-499-A651224--6062,Delt,,Admin
6513629204,02036-645511002-026091-929-P00026--6062,Delt,,FujAdm07
6514984008,10002-645511002-060602-409---,Delt,,jun
6515071006,09520-645511002-060601-109---,Delt,,jun
6515074005,09520-645511002-060602-409---,Delt,,jun
6517412900,99004-645513999-990022-299-A651213--6062,Delt,,FujAdm07
6517414008,99004-645513999-990022-409-A651213--6062,Delt,,FujAdm07
6517414504,99004-645513999-990022-459-A651213--6062,Delt,,FujAdm07
6517414903,99004-645513999-990022-499-A651213--6062,Delt,,FujAdm07
6517424909,99004-645513999-990022-499-A651213--6062,Delt,,FujAdm07
6517429404,99004-645513999-990022-949-A651213--6062,Delt,,FujAdm07
6517542901,99004-645513999-990022-299-A651221--6062,Delt,,FujAdm07
6517544009,99004-645513999-990022-409-A651221--6062,Delt,,FujAdm07
6517544505,99004-645513999-990022-459-A651221--6062,Delt,,FujAdm07
6517544904,99004-645513999-990022-499-A651221--6062,Delt,,FujAdm07
6517554004,99004-645513999-990022-409-A651222--6062,Delt,,FujAdm07
6517654505,99004-645513999-990022-459-A651221--6062,Delt,,FujAdm07
6517659450,99004-645513999-990022-949-A651221--6062,Delt,,FujAdm07
6517662907,99004-645513999-990022-299-A651221--6062,Delt,,FujAdm07
6517664004,99004-645513999-990022-409-A651221--6062,Delt,,FujAdm07
6517664500,99004-645513999-990022-459-A651221--6062,Delt,,FujAdm07
6517664950,99004-645513999-990022-499-A651221--6062,Delt,,FujAdm07
6517684501,99004-645513999-990022-459-A651204--6062,Delt,,FujAdm07
6517684900,99004-645513999-990022-499-A651204--6062,Delt,,FujAdm07
6517711002,11001-645511002-060601-109---,Delt,,emu
6517764009,11001-645511002-060602-409---,Delt,,emu
6517764203,11001-645511002-060602-492---,Delt,,emu
6517764904,11001-645511002-060602-499---,Delt,,emu
6518691005,07013-645511001-070012-109---,Delt,,mmge
6518691900,07013-645511001-070012-106---,Delt,,emu
6518694004,07013-645511001-070012-409---,Delt,,emu
6518699103,07013-645511001-070012-919---2002,Delt,,FujAdm07
6518699707,07013-645511001-070012-979---2002,Delt,,FujAdm07
6518861008,07008-645511001-070012-109---,Delt,,mmge
6518861903,07008-645511001-070012-106---2002,Delt,,FujAdm07
6518869106,07008-645511001-070012-919---2002,Delt,,FujAdm07
6518871003,07007-645511001-070012-109---,Delt,,mmge
6519124902,07016-645511999-070012-499---2002,Delt,,FujAdm07
6519792905,07016-645511999-070012-299--070009-2002,Delt,,FujAdm07
6519794908,07016-645511999-070012-499---2002,Delt,,FujAdm07
6519802900,07016-645511999-070012-299---2002,Delt,,FujAdm07
6519804008,07016-645511999-070012-409--070084-2002,Delt,,FujAdm07
6519804903,07016-645511999-070012-499---2002,Delt,,FujAdm07
6521111001,99003-645523999-990016-109-A652111--,Delt,,mmge
6521112202,99003-645523999-990016-229-A652111--6062,Delt,,FujAdm07
6521112903,99003-645523999-990016-299-A652111--6062,Delt,,FujAdm07
6521114000,99003-645523999-990016-409-A652111--6062,Delt,,FujAdm07
6521114906,99003-645523999-990016-499-A652111--6062,Delt,,FujAdm07
6521119150,99003-645523999-990016-919-A652111--6062,Delt,,FujAdm07
6521119207,99003-645523999-990016-929-A652111--6062,Delt,,FujAdm07
6521119401,99003-645523999-990016-949-A652111--6062,Delt,,FujAdm07
6521191005,99005-645523999-990016-109-A652004--,Delt,,mmge
6525111006,009302-645521999-09338-109--,Delt,,FujAdm01
6525111901,009302-645521999-09338-109--,Delt,,FujAdm01
6525122202,009302-645521999-09311-229--,Delt,,FujAdm01
6525122903,009302-645521999-09311-299--,Delt,,FujAdm01
6525124000,009302-645521999-09311-409--,Delt,,FujAdm01
6525124906,009302-645521999-09311-499--,Delt,,FujAdm01
6525127905,009302-645521999-09311-799--,Delt,,FujAdm01
6525134901,009302-645521999-09314-499--,Delt,,FujAdm01
6525141002,009302-645521999-09319-109--,Delt,,FujAdm01
6525202907,009302-645521999-09329-299--,Delt,,FujAdm01
6525204004,009302-645521999-09329-403--,Delt,,FujAdm07
6525204950,009302-645521999-09329-499--,Delt,,FujAdm01
6525304904,009302-645521999-09332-499--,Delt,,FujAdm01
6525402906,009302-645521999-09329-299--,Delt,,FujAdm01
6525404003,009302-645521999-09329-403--,Delt,,FujAdm07
6525404909,009302-645521999-09329-499--,Delt,,FujAdm01
6525514003,009302-645521999-09333-409--,Delt,,FujAdm01
6525514909,009302-645521999-09333-499--,Delt,,FujAdm01
6525712905,009302-645521999-09329-299--,Delt,,FujAdm01
6525714002,009302-645521999-09329-409--,Delt,,FujAdm01
6525714908,009302-645521999-09329-499--,Delt,,FujAdm01
6525724008,009302-645521999-09329-409--,Delt,,FujAdm01
6525724903,009302-645521999-09329-499--,Delt,,FujAdm01
6525812306,009302-645521999-09375-239--,Delt,,FujAdm01
6525814007,009302-645521999-09375-409--,Delt,,FujAdm01
6525814902,009302-645521999-09375-499--,Delt,,FujAdm01
6525912904,009302-645521999-09313-299--,Delt,,FujAdm01
6525914001,009302-645521999-09313-409--,Delt,,FujAdm01
6525914508,009302-645521999-09313-459--,Delt,,FujAdm01
6525914907,009302-645521999-09313-499--,Delt,,FujAdm01
6525922306,009302-645521999-09313-239--,Delt,,FujAdm01
6525924007,009302-645521999-09313-409--,Delt,,FujAdm01
6525924902,009302-645521999-09313-499--,Delt,,FujAdm01
6525932301,009302-645521999-09313-239--,Delt,,FujAdm01
6525934002,009302-645521999-09313-409--,Delt,,FujAdm01
6525934908,009302-645521999-09313-499--,Delt,,FujAdm01
6525944008,009302-645521999-09313-409--,Delt,,FujAdm01
6525944903,009302-645521999-09313-499--,Delt,,FujAdm01
6525954003,009302-645521999-09313-409--,Delt,,FujAdm01
6525954909,009302-645521999-09313-499--,Delt,,FujAdm01
6526012907,009304-645521999-09312-299--,Delt,,FujAdm01
6526014004,009304-645521999-09312-409--,Delt,,FujAdm01
6526014950,009304-645521999-09312-499--,Delt,,FujAdm01
6526022902,009304-645521999-09312-299--,Delt,,FujAdm01
6526024050,009304-645521999-09312-409--,Delt,,FujAdm01
6526024905,009304-645521999-09312-499--,Delt,,FujAdm01
6526032908,009304-645521999-09312-299--,Delt,,FujAdm01
6526034005,009304-645521999-09312-409--,Delt,,FujAdm01
6526034900,009304-645521999-09312-499--,Delt,,FujAdm01
6526042903,009304-645521999-09312-299--,Delt,,FujAdm01
6526044000,009304-645521999-09312-409--,Delt,,FujAdm01
6526044906,009304-645521999-09312-499--,Delt,,emu
6526052909,009304-645521999-09312-299--,Delt,,FujAdm01
6526054006,009304-645521999-09312-409--,Delt,,FujAdm01
6526054901,009304-645521999-09312-499--,Delt,,FujAdm01
6526062904,009304-645521999-09312-299--,Delt,,FujAdm01
6526064001,009304-645521999-09312-409--,Delt,,FujAdm01
6526064907,009304-645521999-09312-499--,Delt,,FujAdm01
6526112901,009303-645521999-09352-299--,Delt,,FujAdm01
6526114009,009303-645521999-09352-409--,Delt,,FujAdm01
6526114904,009303-645521999-09352-499--,Delt,,FujAdm01
6526124950,009303-645521999-09354-499--,Delt,,FujAdm01
6526132902,009303-645521999-09337-299--,Delt,,FujAdm01
6526134050,009303-645521999-09337-409--,Delt,,FujAdm01
6526134905,009303-645521999-09337-499--,Delt,,FujAdm01
6526144900,009303-645521999-09333-499--,Delt,,FujAdm01
6526517200,009306-645521999-09331-729--,Delt,,FujAdm01
6526527206,009306-645521999-09330-729--,Delt,,FujAdm01
6526537201,009306-645521999-09303-729--,Delt,,FujAdm01
6526617205,009307-645521999-09331-729--,Delt,,FujAdm01
6526627200,009307-645521999-09330-729--,Delt,,FujAdm01
6526637206,009307-645521999-09303-729--,Delt,,FujAdm01
6526717250,009305-645521999-09331-729--,Delt,,FujAdm01
6526727205,009305-645521999-09330-729--,Delt,,FujAdm01
6526737200,009305-645521999-09303-729--,Delt,,FujAdm01
6527010002,009301-645521999-09378-009--,Delt,,FujAdm07
6527010150,009301-645521999-09378-001--,Delt,,FujAdm01
6527020008,009301-645521999-09378-009--,Delt,,FujAdm07
6527020105,009301-645521999-09378-001--,Delt,,FujAdm01
6527030003,009301-645521999-09378-009--,Delt,,FujAdm07
6527030100,009301-645521999-09378-001--,Delt,,FujAdm01
6527207906,009306-645521999-09387-799--,Delt,,FujAdm07
6527217901,009306-645521999-09386-799--,Delt,,FujAdm07
6527307900,009307-645521999-09387-799--,Delt,,FujAdm07
6527317906,009307-645521999-09386-799--,Delt,,FujAdm07
6527407905,009305-645521999-09387-799--,Delt,,FujAdm07
6527417900,009305-645521999-09386-799--,Delt,,FujAdm07
6528564001,06005-652741001-060026-409---6062,Delt,,FujAdm07
6528604003,06005-652741001-060027-409---,Delt,,mmge
6528604909,06005-652741001-060027-499---6062,Delt,,FujAdm07
6528624608,06005-652741001-060025-469---6062,Delt,,FujAdm07
6529054007,11004-652741999-060027-409---,Delt,,emu
6530011001,07024-645531999-070012-109---,Delt,,madw
6530021007,07022-645531999-070012-109---,Delt,,madw
6530031002,07021-645531999-070012-109---,Delt,,madw
6530041008,07023-645531999-070012-109---,Delt,,madw
6530101000,07005-645531999-070012-109---,Delt,,mmge
6530101906,07005-645531999-070012-106---,Delt,,emu
6530104050,07005-645531999-070012-409--070008-2002,Delt,,FujAdm07
6530104905,07015-645531999-070012-499---2002,Delt,,FujAdm07
6530107602,07015-645531999-070012-769---2002,Delt,,FujAdm07
6530107750,07015-645531999-070012-779---2002,Delt,,FujAdm07
6530112908,07015-645531999-070012-299---2002,Delt,,FujAdm07
6530114005,07015-645531999-070012-409--070013-2002,Delt,,FujAdm07
6530114900,07015-645531999-070012-499---,Delt,,emu
6530119406,07015-645531999-070012-949---2002,Delt,,FujAdm07
6530144001,07015-645531999-070012-409---,Delt,,emu
6530144907,07015-645531999-070012-499---,Delt,,emu
6530191050,07005-645531999-070012-109---,Delt,,mmge
6530191905,07005-645531999-070012-106---,Delt,,emu
6530199108,07015-645531999-070012-919---2002,Delt,,FujAdm07
6530199701,07015-645531999-070012-979---2002,Delt,,FujAdm07
6530201005,07002-645531999-070012-109---,Delt,,emu
6530201900,07018-645531999-070012-106--070016-2002,Delt,,FujAdm07
6530209707,07018-645531999-070012-979--070016-2002,Delt,,FujAdm07
6530214905,07015-645531999-070012-499---,Delt,,emu
6530222908,07005-645531999-070012-299---,Delt,,emu
6530224005,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530224501,07005-645531999-070012-459--070001-2002,Delt,,FujAdm07
6530224900,07005-645531999-070012-499--070001-2002,Delt,,FujAdm07
6530229406,07005-645531999-070012-949---2002,Delt,,FujAdm07
6530232903,07005-645531999-070012-299---,Delt,,emu
6530234906,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530239401,07005-645531999-070012-949---2002,Delt,,FujAdm07
6530242305,07005-645531999-070012-239---2002,Delt,,FujAdm07
6530254001,07005-645531999-070012-409---,Delt,,emu
6530254907,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530269106,07005-645531999-070012-919---2002,Delt,,FujAdm07
6530281009,07020-645531999-070012-109---,Delt,,mmge
6530281904,07020-645531999-070012-106--070016-2002,Delt,,FujAdm07
6530289700,07020-645531999-070012-979--070016-2002,Delt,,FujAdm07
6530291004,07015-645531999-070012-109---,Delt,,emu
6530291950,07019-645531999-070012-106--070016-2002,Delt,,FujAdm07
6530299706,07019-645531999-070012-979--070016-2002,Delt,,FujAdm07
6530304009,07015-645531999-070012-409---2002,Delt,,FujAdm07
6530309701,07015-645531999-070012-979---2002,Delt,,FujAdm07
6530312907,07005-645531999-070012-299---2002,Delt,,FujAdm07
6530314004,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530314950,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530341001,07014-645531999-060601-109---,Delt,,jun
6530351007,07014-645531999-070012-109---,Delt,,mmge
6530351902,07014-645531999-070012-106---,Delt,,emu
6530354006,07015-645531999-060602-409---,Delt,,jun
6530412901,07005-645531999-070012-299---2002,Delt,,FujAdm07
6530414009,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530414904,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530419450,07005-645531999-070012-949---2002,Delt,,FujAdm07
6530502900,07005-645531999-070012-299---2002,Delt,,FujAdm07
6530504008,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530514909,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530522308,07005-645531999-070012-239---2002,Delt,,FujAdm07
6530524009,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530524904,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530612900,07005-645531999-070012-299---2002,Delt,,FujAdm07
6530614008,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530614903,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530619204,07005-645531999-070012-929---2002,Delt,,FujAdm07
6530619409,07005-645531999-070012-949---2002,Delt,,FujAdm07
6530622906,07005-645531999-070012-299---,Delt,,emu
6530624003,07005-645531999-070012-409--070015-2002,Delt,,FujAdm07
6530624909,07005-645531999-070012-499--070015-2002,Delt,,FujAdm07
6530625204,07005-645531999-070012-529--070015-2002,Delt,,FujAdm07
6530629250,07005-645531999-070012-929--070015-2002,Delt,,FujAdm07
6530629404,07005-645531999-070012-949--070015-2002,Delt,,FujAdm07
6530632200,07005-645531999-070012-229---2002,Delt,,FujAdm07
6530632901,07005-645531999-070012-299---2002,Delt,,FujAdm07
6530634009,07005-645531999-070012-409---2002,Delt,,FujAdm07
6530634904,07005-645531999-070012-499---2002,Delt,,FujAdm07
6530637903,07015-645531999-070012-799---2002,Delt,,FujAdm07
6530639701,07015-645531999-070012-979---2002,Delt,,FujAdm07
6530641005,07005-645531999-070012-109---,Delt,,mmge
6530664900,07015-645531999-070012-499---2002,Delt,,FujAdm07
6530694001,07015-645531999-070012-409---2002,Delt,,FujAdm07
6530694907,07015-645531999-070012-499---2002,Delt,,FujAdm07
6530912904,07015-645531999-070012-299---2002,Delt,,FujAdm07
6538627605,07015-645531999-070012-769---2002,Delt,,FujAdm07
6538654904,07015-645531999-070012-499---2002,Delt,,FujAdm07
6538667607,07015-645531999-070012-769-P00266--2002,Delt,,FujAdm07
6538674905,07015-645531999-070012-499---2002,Delt,,FujAdm07
6538677602,07015-645531999-070012-769-P00267--2002,Delt,,FujAdm07
6538687608,07015-645531999-070012-769-P00268--2002,Delt,,FujAdm07
6538694906,99004-645533999-990027-499-A653111--2002,Delt,,FujAdm07
6538704006,07015-645531999-070012-409---2002,Delt,,FujAdm07
6538704901,07015-645531999-070012-499---,Delt,,emu
6538714001,07015-645531999-070012-409---2002,Delt,,FujAdm07
6538714907,07015-645531999-070012-499---2002,Delt,,FujAdm07
6573004009,09618-645571999-060602-409---,Delt,,jun
6573021906,09502-645571999-095058-106---6062,Delt,,FujAdm07
6573029109,09502-645571999-095058-919---6062,Delt,,FujAdm07
6573031006,09618-645571999-060601-109---,Delt,,emu
6573031901,09618-645571999-060601-106---,Delt,,emu
6573034005,09618-645571999-060602-409---,Delt,,emu
6573034900,09618-645571999-060602-499---,Delt,,emu
6573039104,09502-645571999-095060-919---6062,Delt,,FujAdm07
6573039406,09618-645571999-060602-949---,Delt,,emu
